Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
Bennett D.; Albertella L.; Forbes L.; Hayes T.; Verdejo-Garcia A.; Walasek L.; Ludvig E.A.,"Bennett, Daniel (7401540743); Albertella, Lucy (15025915100); Forbes, Laura (58933795500); Hayes, Ty (59304170900); Verdejo-Garcia, Antonio (6506946174); Walasek, Lukasz (56072963700); Ludvig, Elliot A. (16233903300)",7401540743; 15025915100; 58933795500; 59304170900; 6506946174; 56072963700; 16233903300,People Place Larger Bets When Risky Choices Provide a Postbet Option to Cash Out,2024,Psychological Science,35,11,,1231,1245,14,10.1177/09567976241266516,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202566208&doi=10.1177%2f09567976241266516&partnerID=40&md5=d066a89cbe4df0ab5d519f4ed9d02bb6,"After a risky choice, decision makers must frequently wait out a delay period before the outcome of their choice becomes known. In contemporary sports-betting apps, decision makers can “cash out” of their bet during this delay period by accepting a discounted immediate payout. An important open question is how availability of a postchoice cash-out option alters choice. We investigated this question using a novel gambling task that incorporated a cash-out option during the delay between bet and outcome. Across two experiments (N = 240 adults, recruited via Prolific), cash-out availability increased participants’ bet amounts by up to 35%. Participants who were more likely to cash out when odds deteriorated were less likely to cash out when odds improved. Furthermore, the effect of cash-out availability on bet amounts was positively correlated with individual differences in cash-out propensity for bets with deteriorating odds only. These results suggest that cash-out availability may promote larger bets by allowing bettors to avoid losing their entire stake. © The Author(s) 2024.",Article,Scopus
Ziano I.; Koc Y.,"Ziano, Ignazio (57200919598); Koc, Yasin (56938333200)",57200919598; 56938333200,Prototypes of People With Depression,2023,Psychological Science,34,12,,1295,1308,13,10.1177/09567976231204035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176096236&doi=10.1177%2f09567976231204035&partnerID=40&md5=6738b1c373b48d74b5e72ff11bc80749,"This article investigates the content and the consequences of the prototypes of people with depression in a multimethod fashion. Fourteen preregistered studies (total N = 5,023, with U.S. American, British, and French adult participants) show that laypeople consider people with depression as having specific psychological, social, and physical features (e.g., unattractive, overweight, unsuccessful, introverted). Target prototypicality influences how much laypeople believe others have depression, how much observers believe that depression-like symptoms cause someone to experience psychological pain, and how much professional mental health care is appropriate for others. This effect was not reduced by instructing people to focus on the symptoms and ignore the target features yet was weakly reduced by informing them of the effect. We discuss theoretical implications for the understanding of prototypes of people with depression and practical implications for alleviating the impact of prototypes. © The Author(s) 2023.",Article,Scopus
Ryan W.H.; Baum S.M.; Evers E.R.K.,"Ryan, William H. (57225978377); Baum, Stephen M. (57210962678); Evers, Ellen R. K. (56096349000)",57225978377; 57210962678; 56096349000,Biases in Improvement Decisions: People Focus on the Relative Reduction in Bad Outcomes,2024,Psychological Science,35,5,,558,574,16,10.1177/09567976241232891,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190646303&doi=10.1177%2f09567976241232891&partnerID=40&md5=23776e3bb9acbed6af29d5cdb0d17e5a,"People often decide whether to invest scarce resources—such as time, money, or energy—to improve their chances of a positive outcome. For example, a doctor might decide whether to utilize scarce medicine to improve a patient’s chances of recovery, or a student might decide whether to study a few additional hours to increase their chances of passing an exam. We conducted 11 studies (N = 5,342 adults) and found evidence that people behave as if they focus on the relative reduction in bad outcomes caused by such improvements. As a consequence, the same improvements (e.g., 10-percentage-point improvements) are valued very differently depending on whether one’s initial chances of success are high or low. This focus on the relative reduction of bad outcomes drives risk preferences that violate normative standards (Studies 1a–1g and 2a), is amplified when decisions become more consequential (Study 2b), and leads even experienced professionals to make suboptimal decisions (Study 3). © The Author(s) 2024.",Article,Scopus
Tsubomi H.; Fukuda K.; Kikumoto A.; Mayr U.; Vogel E.K.,"Tsubomi, Hiroyuki (8288822400); Fukuda, Keisuke (35215202900); Kikumoto, Atsushi (55936854300); Mayr, Ulrich (57191367016); Vogel, Edward K. (7202048679)",8288822400; 35215202900; 55936854300; 57191367016; 7202048679,Task Termination Triggers Spontaneous Removal of Information From Visual Working Memory,2024,Psychological Science,35,9,,995,1009,14,10.1177/09567976241246709,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199409856&doi=10.1177%2f09567976241246709&partnerID=40&md5=d29ebc14703b054ac07c780574e40a09,"Working memory (WM) is a goal-directed memory system that actively maintains a limited amount of task-relevant information to serve the current goal. By this definition, WM maintenance should be terminated after the goal is accomplished, spontaneously removing no-longer-relevant information from WM. Past studies have failed to provide direct evidence of spontaneous removal of WM content by allowing participants to engage in a strategic reallocation of WM resources to competing information within WM. By contrast, we provide direct neural and behavioral evidence that visual WM content can be largely removed less than 1 s after it becomes obsolete, in the absence of a strategic allocation of resources (total N = 442 adults). These results demonstrate that visual WM is intrinsically a goal-directed system, and spontaneous removal provides a means for capacity-limited WM to keep up with ever-changing demands in a dynamic environment. © The Author(s) 2024.",Article,Scopus
Fath S.; Proudfoot D.,"Fath, Sean (57193085473); Proudfoot, Devon (55326912000)",57193085473; 55326912000,Devaluation by Omission: Limited Identity Options Elicit Anger and Increase Identification,2024,Psychological Science,35,3,,239,249,10,10.1177/09567976231223416,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183886696&doi=10.1177%2f09567976231223416&partnerID=40&md5=34f219f21107ed201746507baaaf5b92,"In the present research, we explored social-identity threat caused by subtle acts of omission, specifically situations in which social-identity information is requested but one’s identity is not among the options provided. We predicted that being unable to identify with one’s group—that is, in the demographics section of a survey—may signal social-identity devaluation, eliciting negative affect (e.g., anger) and increasing the importance of the omitted identity to group members’ sense of self. Six preregistered experiments (N = 2,964 adults) sampling members of two minority-identity groups (i.e., gender minorities and members of a minority political party) support these predictions. Our findings document the existence of a subtle but likely pervasive form of social-identity threat. © The Author(s) 2024.",Article,Scopus
Van Marcke H.; Denmat P.L.; Verguts T.; Desender K.,"Van Marcke, Hélène (57567143700); Denmat, Pierre Le (58918189300); Verguts, Tom (6701480667); Desender, Kobe (54968898600)",57567143700; 58918189300; 6701480667; 54968898600,Manipulating Prior Beliefs Causally Induces Under- and Overconfidence,2024,Psychological Science,35,4,,358,375,17,10.1177/09567976241231572,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186562851&doi=10.1177%2f09567976241231572&partnerID=40&md5=90294eff0964bcf5ce184d47f9b78073,"Humans differ vastly in the confidence they assign to decisions. Although such under- and overconfidence relate to fundamental life outcomes, a computational account specifying the underlying mechanisms is currently lacking. We propose that prior beliefs in the ability to perform a task explain confidence differences across participants and tasks, despite similar performance. In two perceptual decision-making experiments, we show that manipulating prior beliefs about performance during training causally influences confidence in healthy adults (N = 50 each; Experiment 1: 8 men, one nonbinary; Experiment 2: 5 men) during a test phase, despite unaffected objective performance. This is true when prior beliefs are induced via manipulated comparative feedback and via manipulated training-phase difficulty. Our results were accounted for within an accumulation-to-bound model, explicitly modeling prior beliefs on the basis of earlier task exposure. Decision confidence is quantified as the probability of being correct conditional on prior beliefs, causing under- or overconfidence. We provide a fundamental mechanistic insight into the computations underlying under- and overconfidence. © The Author(s) 2024.",Article,Scopus
Ben-Asher E.; Porter B.M.; Church J.A.,"Ben-Asher, Eliya (57783609300); Porter, Blaire M. (57208758742); Church, Jessica A. (9941321500)",57783609300; 57208758742; 9941321500,Distinct Constellations of Common Risk Factors Differentially Relate to Executive-Function Ability in Children,2024,Psychological Science,35,5,,489,503,14,10.1177/09567976241235931,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188324288&doi=10.1177%2f09567976241235931&partnerID=40&md5=b6f0f445bcb317e6c945beb90809ee82,"Executive functioning (EF) has been shown to relate to academic achievement and well-being. Independent bodies of work have aimed to understand what environmental or personal attributes influence EF ability. However, most research has not considered how constellations of risk factors create distinct patterns of influence on EF ability. The current study tested a sample of children aged 9 to 10 years from the United States (N = 10,323, 48.06% female, Mage = 9.9 years, age range = 8.9–11.08 years) using a latent profile analysis (LPA) to detect subgroups that varied in their combinations of various risk factors. Six distinct groups of risk factors for children emerged, which in turn related to different average EF abilities. We found that family socioeconomic measures related to a subgroup having above- or below-average EF ability, but we also found an effect on EF across different risk factors. These results inform our understanding of individual variations in EF ability and highlight the idea that EF interventions should consider risk holistically. © The Author(s) 2024.",Article,Scopus
Nussenbaum K.; Katzman P.L.; Lu H.; Zorowitz S.; Hartley C.A.,"Nussenbaum, Kate (57115445700); Katzman, Perri L. (57196455118); Lu, Hanxiao (59180996100); Zorowitz, Samuel (56278290600); Hartley, Catherine A. (36990824500)",57115445700; 57196455118; 59180996100; 56278290600; 36990824500,Sensitivity to the Instrumental Value of Choice Increases Across Development,2024,Psychological Science,35,8,,933,947,14,10.1177/09567976241256961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196491520&doi=10.1177%2f09567976241256961&partnerID=40&md5=709e4c83205dd8540b193277a440247a,"Across development, people tend to demonstrate a preference for contexts in which they have the opportunity to make choices. However, it is not clear how children, adolescents, and adults learn to calibrate this preference based on the costs and benefits of agentic choice. Here, in both a primary, in-person, reinforcement-learning experiment (N = 92; age range = 10–25 years) and a preregistered online replication study (N = 150; age range = 8–25 years), we found that participants overvalued agentic choice but also calibrated their agency decisions to the reward structure of the environment, increasingly selecting agentic choice when choice had greater instrumental value. Regression analyses and computational modeling of participant choices revealed that participants’ bias toward agentic choice—reflecting its intrinsic value—remained consistent across age, whereas sensitivity to the instrumental value of agentic choice increased from childhood to early adulthood. © The Author(s) 2024.",Article,Scopus
Desiraju S.; Dietvorst B.J.,"Desiraju, Shweta (58687819000); Dietvorst, Berkeley J. (56572841700)",58687819000; 56572841700,Reason Defaults: Presenting Defaults With Reasons for Choosing Each Option Helps Decision-Makers With Minority Interests,2023,Psychological Science,34,12,,1363,1376,13,10.1177/09567976231198184,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176255116&doi=10.1177%2f09567976231198184&partnerID=40&md5=ff2791fa4e5a0a9e08d58577c49e22ca,"Defaults are powerful tools for nudging individuals toward potentially beneficial options. However, defaults typically guide all decision-makers toward the same option and, consequently, may misguide individuals with minority interests. We test whether presenting defaults with information about heterogeneity can help individuals with minority interests select alternative options, and we dub this intervention a “reason default.” Reason defaults preselect the option that is best for most individuals (like standard defaults) but also explain (a) why the default was selected and (b) who should opt for an alternative. In five preregistered studies using online convenience samples of adults (N = 4,210), we find that reason defaults can improve decision-makers’ outcomes over standard defaults and forced choices by guiding most individuals toward the default option while helping individuals with minority interests select an alternative. Further, participants reported that reason defaults enhance transparency, decision ease, and understanding of the choice relative to standard defaults and forced choices. © The Author(s) 2023.",Article,Scopus
Sengupta N.K.; Hammond M.D.; Deak C.K.; Malhotra R.S.,"Sengupta, Nikhil K. (49864492800); Hammond, Matthew D. (47761141400); Deak, Chris K. (57223993755); Malhotra, Ragini Saira (57809096000)",49864492800; 47761141400; 57223993755; 57809096000,Ambivalent Sexism and Tolerance of Violence Against Women in India,2024,Psychological Science,35,7,,712,721,9,10.1177/09567976241254312,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196319701&doi=10.1177%2f09567976241254312&partnerID=40&md5=1eb47637c1b59da7a8db111d45fe9899,"We examined associations between sexist beliefs and tolerance of violence against women in India using a nationally representative probability sample of adults (n = 133,398). Research consistently indicates that hostile sexism fosters tolerance of violence against women. However, benevolent sexism is sometimes associated with higher tolerance and sometimes with lower tolerance of violence. We proposed that this inconsistency could be resolved by considering the source of violence: Is violence perpetrated by outsiders or intimate partners? Results of a multigroup structural equation model showed that endorsement of hostile sexism was related to greater tolerance of violence regardless of the source. In contrast, endorsement of benevolent sexism was associated with lower tolerance of violence from outsiders but was simultaneously associated with higher tolerance of spousal violence. These opposing processes indicate that although benevolent sexism promises women protection from violence, the very same ideology legitimizes spousal violence, thereby reinforcing men’s power within intimate relationships. © The Author(s) 2024.",Article,Scopus
Kathios N.; Sachs M.E.; Zhang E.; Ou Y.; Loui P.,"Kathios, Nicholas (57838361100); Sachs, Matthew E. (56770774800); Zhang, Euan (57838087600); Ou, Yongtian (57838361200); Loui, Psyche (25621629500)",57838361100; 56770774800; 57838087600; 57838361200; 25621629500,Generating New Musical Preferences From Multilevel Mapping of Predictions to Reward,2024,Psychological Science,35,1,,34,54,20,10.1177/09567976231214185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178201199&doi=10.1177%2f09567976231214185&partnerID=40&md5=5a8e5fd16921a0f3d47a7538a1af4d56,"Much of what we know and love about music hinges on our ability to make successful predictions, which appears to be an intrinsically rewarding process. Yet the exact process by which learned predictions become pleasurable is unclear. Here we created novel melodies in an alternative scale different from any established musical culture to show how musical preference is generated de novo. Across nine studies (n = 1,185), adult participants learned to like more frequently presented items that adhered to this rapidly learned structure, suggesting that exposure and prediction errors both affected self-report liking ratings. Learning trajectories varied by music-reward sensitivity but were similar for U.S. and Chinese participants. Furthermore, functional MRI activity in auditory areas reflected prediction errors, whereas functional connectivity between auditory and medial prefrontal regions reflected both exposure and prediction errors. Collectively, results support predictive coding as a cognitive mechanism by which new musical sounds become rewarding. © The Author(s) 2023.",Article,Scopus
Wald K.A.; Kardas M.; Epley N.,"Wald, Kristina A. (57211582290); Kardas, Michael (57190668797); Epley, Nicholas (6603845858)",57211582290; 57190668797; 6603845858,Misplaced Divides? Discussing Political Disagreement With Strangers Can Be Unexpectedly Positive,2024,Psychological Science,35,5,,471,488,17,10.1177/09567976241230005,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189028195&doi=10.1177%2f09567976241230005&partnerID=40&md5=b898166a91c1148790b3e7319382ae10,"Differences of opinion between people are common in everyday life, but discussing those differences openly in conversation may be unnecessarily rare. We report three experiments (N = 1,264 U.S.-based adults) demonstrating that people’s interest in discussing important but potentially divisive topics is guided by their expectations about how positively the conversation will unfold, leaving them more interested in having a conversation with someone who agrees versus disagrees with them. People’s expectations about their conversations, however, were systematically miscalibrated such that people underestimated how positive these conversations would be—especially in cases of disagreement. Miscalibrated expectations stemmed from underestimating the degree of common ground that would emerge in conversation and from failing to appreciate the power of social forces in conversation that create social connection. Misunderstanding the outcomes of conversation could lead people to avoid discussing disagreements more often, creating a misplaced barrier to learning, social connection, free inquiry, and free expression. © The Author(s) 2024.",Article,Scopus
Goupil N.; Rayson H.; Serraille É.; Massera A.; Ferrari P.F.; Hochmann J.-R.; Papeo L.,"Goupil, Nicolas (57211235068); Rayson, Holly (57189505024); Serraille, Émilie (59068586500); Massera, Alice (57325825200); Ferrari, Pier Francesco (55667495400); Hochmann, Jean-Rémy (24605100500); Papeo, Liuba (26325059700)",57211235068; 57189505024; 59068586500; 57325825200; 55667495400; 24605100500; 26325059700,Visual Preference for Socially Relevant Spatial Relations in Humans and Monkeys,2024,Psychological Science,35,6,,681,693,12,10.1177/09567976241242995,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192361552&doi=10.1177%2f09567976241242995&partnerID=40&md5=92043608ffd207a2854a9ae7214c6e52,"As a powerful social signal, a body, face, or gaze facing toward oneself holds an individual’s attention. We asked whether, going beyond an egocentric stance, facingness between others has a similar effect and why. In a preferential-looking time paradigm, human adults showed spontaneous preference to look at two bodies facing toward (vs. away from) each other (Experiment 1a, N = 24). Moreover, facing dyads were rated higher on social semantic dimensions, showing that facingness adds social value to stimuli (Experiment 1b, N = 138). The same visual preference was found in juvenile macaque monkeys (Experiment 2, N = 21). Finally, on the human development timescale, this preference emerged by 5 years, although young infants by 7 months of age already discriminate visual scenes on the basis of body positioning (Experiment 3, N = 120). We discuss how the preference for facing dyads—shared by human adults, young children, and macaques—can signal a new milestone in social cognition development, supporting processing and learning from third-party social interactions. © The Author(s) 2024.",Article,Scopus
Zhang X.; Bloom P.; Jara-Ettinger J.,"Zhang, Xiuyuan (58068803400); Bloom, Paul (7102362810); Jara-Ettinger, Julian (56117206100)",58068803400; 7102362810; 56117206100,People Have Systematically Different Ownership Intuitions in Seemingly Simple Cases,2024,Psychological Science,35,8,,858,871,13,10.1177/09567976241240424,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193054539&doi=10.1177%2f09567976241240424&partnerID=40&md5=e9e975c0d77e207cb38431c895cffe3f,"Our understanding of ownership influences how we interact with objects and with each other. Here, we studied people’s intuitions about ownership transfer using a set of simple, parametrically varied events. We found that people (N = 120 U.S. adults) had similar intuitions about ownership for some events but sharply opposing intuitions for others (Experiment 1). People (N = 120 U.S. adults) were unaware of these conflicts and overestimated ownership consensus (Experiment 2). Moreover, differences in people’s ownership intuitions predicted their intuitions about the acceptability of using, altering, controlling, and destroying the owned object (N = 130 U.S. adults; Experiment 3), even when ownership was not explicitly mentioned (N = 130 U.S. adults; Experiment 4). Subject-level analyses suggest that these disagreements reflect at least two underlying intuitive theories, one in which intentions are central to ownership and another in which physical possession is prioritized. © The Author(s) 2024.",Article,Scopus
Hauenstein C.E.; Thomas R.P.; Illingworth D.A.; Dougherty M.R.,"Hauenstein, Clifford E. (57200445574); Thomas, Rick P. (15038344200); Illingworth, David A. (57190619905); Dougherty, Michael R. (7103132619)",57200445574; 15038344200; 57190619905; 7103132619,Rethinking the Role of Teams and Training in Geopolitical Forecasting: The Effect of Uncontrolled Method Variance on Statistical Conclusions,2024,Psychological Science,,,,,,,10.1177/09567976241266481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210943363&doi=10.1177%2f09567976241266481&partnerID=40&md5=faab4f13a3e5beb6e7af05076edd3cf4,"Using data from a geopolitical forecasting tournament, Mellers et al. (2014) [Psychological strategies for winning a geopolitical forecasting tournament. Psychological Science, 25, 1106–1115] concluded that forecasting ability was improved by allowing participants to work in teams and providing them with probability training. Here, we reevaluated Mellers et al.’s conclusions using an item response theory framework that models latent ability from forecasting choices. We found that the relationship between latent ability estimates and forecast accuracy differed from the interpretation of the original findings once key extraneous variables were statistically controlled. The best fit models across the first 2 years of the tournament included one or more extraneous variables that substantially eliminated, reduced, and, in some cases, even reversed the effects of the experimental manipulations of teaming and training on latent forecasting ability. We also show that latent traits associated with strategic responding can discriminate between superforecasters and non-superforecasters, making it difficult to identify the latent factors that underlie the superforecasters’ superior performance. © The Author(s) 2024.",Article,Scopus
Ramos M.R.; Li D.; Bennett M.R.; Mogra U.; Massey D.S.; Hewstone M.,"Ramos, Miguel R. (55256043900); Li, Danying (57221856049); Bennett, Matthew R. (57183508300); Mogra, Unaysah (59007837900); Massey, Douglas S. (7103240685); Hewstone, Miles (7004399921)",55256043900; 57221856049; 57183508300; 59007837900; 7103240685; 7004399921,Variety Is the Spice of Life: Diverse Social Networks Are Associated With Social Cohesion and Well-Being,2024,Psychological Science,35,6,,665,680,15,10.1177/09567976241243370,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191761771&doi=10.1177%2f09567976241243370&partnerID=40&md5=25bf7dae7b75e370382df75bc02e2b2d,"Both homophily and heterophily are observed in humans. Homophily reinforces homogeneous social networks, and heterophily creates new experiences and collaborations. However, at the extremes, high levels of homophily can cultivate prejudice toward out-groups, whereas high levels of heterophily can weaken in-group support. Using data from 24,726 adults (M = 46 years; selected from 10,398 English neighborhoods) and the composition of their social networks based on age, ethnicity, income, and education, we tested the hypothesis that a middle ground between homophily and heterophily could be the most beneficial for individuals. We found that network homophily, mediated by perceived social cohesion, is associated with higher levels of subjective well-being but that there are diminishing returns, because at a certain point increasing network homophily is associated with lower social cohesion and, in turn, lower subjective well-being. Our results suggest that building diverse social networks provides benefits that cannot be attained by homogeneous networks. © The Author(s) 2024.",Article,Scopus
Rude E.D.; Shaddy F.,"Rude, Eitan D. (58987044800); Shaddy, Franklin (57024237600)",58987044800; 57024237600,People Endorse Harsher Policies in Principle Than in Practice: Asymmetric Beliefs About Which Errors to Prevent Versus Fix,2024,Psychological Science,35,5,,529,542,13,10.1177/09567976241228504,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190480579&doi=10.1177%2f09567976241228504&partnerID=40&md5=9004b36738dd9cfaf844e3f84ac12eb2,"Countless policies are crafted with the intention of punishing all who do wrong or rewarding only those who do right. However, this requires accommodating certain mistakes: some who do not deserve to be punished might be, and some who deserve to be rewarded might not be. Six preregistered experiments (N = 3,484 U.S. adults) reveal that people are more willing to accept this trade-off in principle, before errors occur, than in practice, after errors occur. The result is an asymmetry such that for punishments, people believe it is more important to prevent false negatives (e.g., criminals escaping justice) than to fix them, and more important to fix false positives (e.g., wrongful convictions) than to prevent them. For rewards, people believe it is more important to prevent false positives (e.g., welfare fraud) than to fix them and more important to fix false negatives (e.g., improperly denied benefits) than to prevent them. © The Author(s) 2024.",Article,Scopus
Woitzel J.; Alves H.,"Woitzel, Johanna (57997709800); Alves, Hans (49561093000)",57997709800; 49561093000,The Formation of Negative Attitudes Toward Novel Groups,2024,Psychological Science,35,6,,613,622,9,10.1177/09567976241239932,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191264211&doi=10.1177%2f09567976241239932&partnerID=40&md5=d3fe464ed9349aee62937f7d0573dd52,"People perceive out-groups, minorities, and novel groups more negatively than in-groups, majorities, and familiar groups. Previous research has argued that such intergroup biases may be caused by the order in which people typically encounter social groups. Groups that are relatively novel to perceivers (e.g., out-groups, minorities) are primarily associated with distinct attributes that differentiate them from familiar groups. Because distinct attributes are typically negative, attitudes toward novel groups are negatively biased. Five experiments (N = 2,615 adults) confirmed the generalizability of the novel groups’ disadvantage to different aspects of attitude formation (i.e., evaluations, memory, stereotyping), to cases with more than two groups, and to cases in which groups were majority/minority or in-groups/out-groups. Our findings revealed a remarkably robust influence of learning order in the formation of group attitudes, and they imply that people often perceive novel groups more negatively than they actually are. © The Author(s) 2024.",Article,Scopus
Sun Z.; Han S.; Firestone C.,"Sun, Zekun (57215773629); Han, Subin (59008541400); Firestone, Chaz (55789103700)",57215773629; 59008541400; 55789103700,Caricaturing Shapes in Visual Memory,2024,Psychological Science,35,7,,722,735,13,10.1177/09567976231225091,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191695142&doi=10.1177%2f09567976231225091&partnerID=40&md5=0b7c7b16bdc464adff74fe91e14ab852,"When representing high-level stimuli, such as faces and animals, we tend to emphasize salient features—such as a face’s prominent cheekbones or a bird’s pointed beak. Such mental caricaturing leaves traces in memory, which exaggerates these distinctive qualities. How broadly does this phenomenon extend? Here, in six experiments (N = 700 adults), we explored how memory automatically caricatures basic units of visual processing—simple geometric shapes—even without task-related demands to do so. Participants saw a novel shape and then immediately adjusted a copy of that shape to match what they had seen. Surprisingly, participants reconstructed shapes in exaggerated form, amplifying curvature, enlarging salient parts, and so on. Follow-up experiments generalized this bias to new parameters, ruled out strategic responding, and amplified the effects in serial transmission. Thus, even the most basic stimuli we encounter are remembered as caricatures of themselves. © The Author(s) 2024.",Article,Scopus
Hong Y.; Chua K.-W.; Freeman J.B.,"Hong, Youngki (57200372226); Chua, Kao-Wei (55916022200); Freeman, Jonathan B. (55371036900)",57200372226; 55916022200; 55371036900,Reducing Facial Stereotype Bias in Consequential Social Judgments: Intervention Success With White Male Faces,2024,Psychological Science,35,1,,21,33,12,10.1177/09567976231215238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179746671&doi=10.1177%2f09567976231215238&partnerID=40&md5=c7570ad163cbb70f8e8440a3fa212dc2,"Initial impressions of others based on facial appearances are often inaccurate yet can lead to dire outcomes. Across four studies, adult participants underwent a counterstereotype training to reduce their reliance on facial appearance in consequential social judgments of White male faces. In Studies 1 and 2, trustworthiness and sentencing judgments among control participants predicted whether real-world inmates were sentenced to death versus life in prison, but these relationships were diminished among trained participants. In Study 3, a sequential priming paradigm demonstrated that the training was able to abolish the relationship between even automatically and implicitly perceived trustworthiness and the inmates’ life-or-death sentences. Study 4 extended these results to realistic decision-making, showing that training reduced the impact of facial trustworthiness on sentencing decisions even in the presence of decision-relevant information. Overall, our findings suggest that a counterstereotype intervention can mitigate the potentially harmful effects of relying on facial appearance in consequential social judgments. © The Author(s) 2023.",Article,Scopus
Tarder-Stoll H.; Baldassano C.; Aly M.,"Tarder-Stoll, Hannah (57213831316); Baldassano, Christopher (55355508800); Aly, Mariam (36508478600)",57213831316; 55355508800; 36508478600,Consolidation Enhances Sequential Multistep Anticipation but Diminishes Access to Perceptual Features,2024,Psychological Science,35,10,,1178,1199,21,10.1177/09567976241256617,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200684842&doi=10.1177%2f09567976241256617&partnerID=40&md5=604186ed990b35ca8cca315820cb3556,"Many experiences unfold predictably over time. Memory for these temporal regularities enables anticipation of events multiple steps into the future. Because temporally predictable events repeat over days, weeks, and years, we must maintain—and potentially transform—memories of temporal structure to support adaptive behavior. We explored how individuals build durable models of temporal regularities to guide multistep anticipation. Healthy young adults (Experiment 1: N = 99, age range = 18–40 years; Experiment 2: N = 204, age range = 19–40 years) learned sequences of scene images that were predictable at the category level and contained incidental perceptual details. Individuals then anticipated upcoming scene categories multiple steps into the future, immediately and at a delay. Consolidation increased the efficiency of anticipation, particularly for events further in the future, but diminished access to perceptual features. Further, maintaining a link-based model of the sequence after consolidation improved anticipation accuracy. Consolidation may therefore promote efficient and durable models of temporal structure, thus facilitating anticipation of future events. © The Author(s) 2024.",Article,Scopus
Sels L.; Erbas Y.; O’Brien S.T.; Verhofstadt L.; Clark M.S.; Kalokerinos E.K.,"Sels, Laura (57186484900); Erbas, Yasemin (55818092000); O’Brien, Sarah T. (58238106500); Verhofstadt, Lesley (6507453531); Clark, Margaret S. (7404529174); Kalokerinos, Elise K. (55035141800)",57186484900; 55818092000; 58238106500; 6507453531; 7404529174; 55035141800,The Double-Edged Sword of Social Sharing: Social Sharing Predicts Increased Emotion Differentiation When Rumination Is Low but Decreased Emotion Differentiation When Rumination Is High,2024,Psychological Science,35,10,,1079,1093,14,10.1177/09567976241266513,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203263397&doi=10.1177%2f09567976241266513&partnerID=40&md5=a75bbe3b03f448b800f2e81b2443d0a1,"Laypeople believe that sharing their emotional experiences with others will improve their understanding of those experiences, but no clear empirical evidence supports this belief. To address this gap, we used data from four daily life studies (N = 659; student and community samples) to explore the association between social sharing and subsequent emotion differentiation, which involves labeling emotions with a high degree of complexity. Contrary to our expectations, we found that social sharing of emotional experiences was linked to greater subsequent emotion differentiation on occasions when people ruminated less than usual about these experiences. In contrast, on occasions when people ruminated more than usual about their experiences, social sharing of these experiences was linked to lower emotion differentiation. These effects held when we controlled for levels of negative emotion. Our findings suggest that putting feelings into words through sharing may only enable emotional precision when that sharing occurs without dwelling or perseverating. © The Author(s) 2024.",Article,Scopus
Colombatto C.; Everett J.A.C.; Senn J.; Maréchal M.A.; Crockett M.J.,"Colombatto, Clara (57193502478); Everett, Jim A. C. (55654137400); Senn, Julien (57225138531); Maréchal, Michel André (26434406600); Crockett, M.J. (24450177000)",57193502478; 55654137400; 57225138531; 26434406600; 24450177000,Vaccine Nationalism Counterintuitively Erodes Public Trust in Leaders,2023,Psychological Science,34,12,,1309,1321,12,10.1177/09567976231204699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176946179&doi=10.1177%2f09567976231204699&partnerID=40&md5=b24218280d2d8997361ce2eb988f0b9f,"Global access to resources like vaccines is key for containing the spread of infectious diseases. However, wealthy countries often pursue nationalistic policies, stockpiling doses rather than redistributing them globally. One possible motivation behind vaccine nationalism is a belief among policymakers that citizens will mistrust leaders who prioritize global needs over domestic protection. In seven experiments (total N = 4,215 adults), we demonstrate that such concerns are misplaced: Nationally representative samples across multiple countries with large vaccine surpluses (Australia, Canada, United Kingdom, and United States) trusted redistributive leaders more than nationalistic leaders—even the more nationalistic participants. This preference generalized across different diseases and manifested in both self-reported and behavioral measures of trust. Professional civil servants, however, had the opposite intuition and predicted higher trust in nationalistic leaders, and a nonexpert sample also failed to predict higher trust in redistributive leaders. We discuss how policymakers’ inaccurate intuitions might originate from overestimating others’ self-interest. © The Author(s) 2023.",Article,Scopus
