"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","Document Type","Source"
"Strueder J.D.; Windschitl P.D.","Strueder, Jeremy D. (58698888300); Windschitl, Paul D. (6701587876)","58698888300; 6701587876","Combining Forecasts From Advisors: The Impact of Advice Independence and Verbal Versus Numeric Format","2024","Journal of Experimental Psychology: General","153","8","","2088","2099","11","10.1037/xge0001611","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200525521&doi=10.1037%2fxge0001611&partnerID=40&md5=486d6281b994faf44aa85336ff3a37ff","Past research on advice-taking has suggested that people are often insensitive to the level of advice independence when combining forecasts from advisors. However, this has primarily been tested for cases in which people receive numeric forecasts. Recent work by Mislavsky and Gaertig (2022) shows that people sometimes employ different strategies when combining verbal versus numeric forecasts about the likelihood of future events. Specifically, likelihood judgments based on two verbal forecasts (e.g., “rather likely”) are more often extreme (relative to the forecasts) than are likelihood judgments based on two numeric forecasts (e.g., “70% probability”). The goal of the present research was to investigate whether advice-takers’ use of combination strategies can be sensitive to advice independence when differences in independence are highly salient and whether sensitivity to advice independence depends on the format in which advice is given. In two studies, we found that advice-takers became more extreme with their own likelihood estimate when combining forecasts from advisors who use separate evidence, as opposed to the same evidence. We also found that two verbal forecasts generally resulted in more extreme combined likelihood estimates than two numeric forecasts. However, the results did not suggest that sensitivity to advice independence depends on the format of advice. © 2024 American Psychological Association","Article","Scopus"
"Immel B.A.; Liberman Z.","Immel, Bailey A. (57842865500); Liberman, Zoe (6508297378)","57842865500; 6508297378","Probing the Impact of Exposure to Diversity on Infants’ Social Categorization","2024","Journal of Experimental Psychology: General","153","12","","2977","2984","7","10.1037/xge0001517","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190644036&doi=10.1037%2fxge0001517&partnerID=40&md5=08931906c38bb7086ccd8fb4734b4a2d","Humans learn about the world through inductive reasoning, generalizing information about an individual to others in the category. Indeed, by infancy, monolingual children expect people who speak the same language (but not people who speak different languages) to be similar in their food preferences (Liberman et al., 2016). Here, we ask whether infants who are exposed to linguistic diversity are more willing to generalize information even across language-group lines. To test this, we ran an inductive inference task and collected data on exposure to linguistic diversity at the interpersonal and neighborhood levels. Infants with more linguistically diverse social networks were more likely to generalize a food preference across speakers of different languages. However, this relationship was not seen for neighborhood diversity. We discuss implications of this work on understanding the development of bias and its malleability based on early social experiences. © 2024 American Psychological Association","Article","Scopus"
"Chang T.-Y.; Cha O.; Gauthier I.","Chang, Ting-Yun (55871672400); Cha, Oakyoon (55123962900); Gauthier, Isabel (7004432846)","55871672400; 55123962900; 7004432846","A General Ability for Judging Simple and Complex Ensembles","2024","Journal of Experimental Psychology: General","153","6","","1517","1536","19","10.1037/xge0001582","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196451629&doi=10.1037%2fxge0001582&partnerID=40&md5=05742eed53400c1702a4bb01300285b9","People can report summary statistics for various features about a group of objects. One theory is that different abilities support ensemble judgments about low-level features like color versus high-level features like identity. Existing research mostly evaluates such claims based on evidence of correlations within and between feature domains. However, correlations between two identical tasks that only differ in the type of feature that is used can be inflated by method variance. Another concern is that conclusions about high-level features are mostly based on faces. We used latent variable methods on data from 237 participants to investigate the abilities supporting low-level and high-level feature ensemble judgments. Ensemble judgment was measured with six distinct tests, each requiring judgments for a distinct low-level or high-level feature, using different task requirements. We also controlled for other general visual abilities when examining how low-level and high-level ensemble abilities relate to each other. Confirmatory factor analyses showed a perfect correlation between the two factors, suggesting a single ability. There was a unique relationship between these two factors beyond the influence of object recognition and perceptual speed. Additional results from 117 of the same participants also ruled out the role of working memory. This study provides strong evidence of a general ensemble judgment ability across a wide range of features at the latent level and characterizes its relationship to other visual abilities. © 2024 American Psychological Association","Article","Scopus"
"Yu K.; Guo J.; Xu Z.; Shi F.; Yu X.; Fang F.; Wang Y.","Yu, Kairui (59003109800); Guo, Junzhen (59003613900); Xu, Zhenjie (58184774200); Shi, Feiyang (59002852000); Yu, Xiaoqian (59003489300); Fang, Fang (7202929817); Wang, Yingying (56708986100)","59003109800; 59003613900; 58184774200; 59002852000; 59003489300; 7202929817; 56708986100","Processing of Fearful Faces Exhibits Characteristics of Subcortical Functions","2024","Journal of Experimental Psychology: General","153","5","","1374","1387","13","10.1037/xge0001568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191378882&doi=10.1037%2fxge0001568&partnerID=40&md5=8264071b1852fc24c27e62798581c054","A subcortical pathway is thought to have evolved to facilitate fear information transmission, but direct evidence for its existence in humans is lacking. In recent years, rapid, preattentive, and preconscious fear processing has been demonstrated, providing indirect support for the existence of the subcortical pathway by challenging the necessity of canonical cortical pathways in fear processing. However, direct support also requires evidence for the involvement of subcortical regions in fear processing. To address this issue, here we investigate whether fear processing reflects the characteristics of the subcortical structures in the hypothesized subcortical pathway. Using a monocular/dichoptic paradigm, Experiment 1 demonstrated a same-eye advantage for fearful but not neutral face processing, suggesting that fear processing relied on monocular neurons existing mainly in the subcortex. Experiments 2 and 3 further showed insensitivity to short-wavelength stimuli and a nasal–temporal hemifield asymmetry in fear processing, both of which were functional characteristics of the superior colliculus, a key hub of the subcortical pathway. Furthermore, all three experiments revealed a low spatial frequency selectivity of fear processing, consistent with magnocellular input via subcortical neurons. These results suggest a selective involvement of subcortical structures in fear processing, which, together with the indirect evidence for automatic fear processing, provides a more complete picture of the existence of a subcortical pathway for fear processing in humans. © 2024 American Psychological Association","Article","Scopus"
"Karagoz A.B.; Reagh Z.M.; Kool W.","Karagoz, Ata B. (58401100600); Reagh, Zachariah M. (55829900000); Kool, Wouter (23567903800)","58401100600; 55829900000; 23567903800","The Construction and Use of Cognitive Maps in Model-Based Control","2023","Journal of Experimental Psychology: General","153","2","","372","385","13","10.1037/xge0001491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183103887&doi=10.1037%2fxge0001491&partnerID=40&md5=a16d2496d5c4d8634ed5effdeba1bcf8","When making decisions, we sometimes rely on habit and at other times plan toward goals. Planning requires the construction and use of an internal representation of the environment, a cognitive map. How are these maps constructed, and how do they guide goal-directed decisions? We coupled a sequential decision-making task with a behavioral representational similarity analysis approach to examine how relationships between choice options change when people build a cognitive map of the task structure. We found that participants who encoded stronger higher-order relationships among choice options showed increased planning and better performance. These higher-order relationships were more strongly encoded among objects encountered in high-reward contexts, indicating a role for motivation during cognitive map construction. In contrast, lower-order relationships such as simple visual co-occurrence of objects did not predict goal-directed planning. These results show that the construction of cognitive maps is an active process, with motivation dictating the degree to which higher-order relationships are encoded and used for planning. © 2023 American Psychological Association","Article","Scopus"
"Collins H.K.; Minson J.A.; Kristal A.; Brooks A.W.","Collins, Hanne K. (57200137409); Minson, Julia A. (36453195800); Kristal, Ariella (57212588136); Brooks, Alison Wood (56085429400)","57200137409; 36453195800; 57212588136; 56085429400","Conveying and Detecting Listening During Live Conversation","2023","Journal of Experimental Psychology: General","153","2","","473","494","21","10.1037/xge0001454","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183342300&doi=10.1037%2fxge0001454&partnerID=40&md5=d35b129f98ef257d3533aec823f84a4c","Across all domains of human social life, positive perceptions of conversational listening (i.e., feeling heard) predict well-being, professional success, and interpersonal flourishing. However, a fundamental question remains: Are perceptions of listening accurate? Prior research has not empirically tested the extent to which humans can detect others’ cognitive engagement (attentiveness) during live conversation. Across five studies (total N = 1,225), using a combination of correlational and experimental methods, we find that perceivers struggle to distinguish between attentive and inattentive conversational listening. Though people’s listening fluctuated naturally throughout their conversations (people’s minds wandered away from the conversation 24% of the time), they were able to adjust their listening in line with instructions and incentives—by either listening attentively, inattentively, or dividing their attention—and their conversation partners struggled to detect these differences. Specifically, speakers consistently overestimated their conversation partners’ attentiveness—often believing their partners were listening when they were not. Our results suggest this overestimation is (at least partly) due to the largely indistinguishable behavior of inattentive and attentive listeners. It appears that people can (and do) divide their attention during conversation and successfully feign attentiveness. Overestimating others’ attentiveness extended to third-party observers who were not immersed in the conversation, listeners who looked back on their own listening, and people interacting with partners who could not hear their words (but were incentivized to act like they could). Our work calls for a reexamination of a fundamental social behavior—listening—and underscores the distinction between feeling heard and being heard during live conversation. © 2023 American Psychological Association","Article","Scopus"
"Tompkins R.; Vasquez K.; Gerdin E.; Dunham Y.; Liberman Z.","Tompkins, Rodney (58027790100); Vasquez, Katie (58027998900); Gerdin, Emily (57204835382); Dunham, Yarrow (14630304300); Liberman, Zoe (6508297378)","58027790100; 58027998900; 57204835382; 14630304300; 6508297378","Expectations of Intergroup Empathy Bias Emerge by Early Childhood","2023","Journal of Experimental Psychology: General","153","11","","2700","2714","14","10.1037/xge0001505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186193846&doi=10.1037%2fxge0001505&partnerID=40&md5=e99b67b1f56f3848bee32683292b86c9","Across two preregistered studies with children (3–12-year-olds; N = 356) and adults (N = 262) from the United States, we find robust expectations for intergroup empathic biases. Participants predicted that people would feel better about ingroup fortunes than outgroup fortunes and worse about ingroup misfortunes than outgroup misfortunes. Expectations of empathic bias were stronger when there was animosity and weaker when there was fondness between groups. The largest developmental differences emerged in participants’ expectations about how others feel about outgroup misfortunes, particularly when there was intergroup animosity. Whereas young children (3–5-year-olds) generally expected people to feel empathy for the outgroup (regardless of the relationship between the groups), older children (9–12-year-olds) and adults expected Schadenfreude (feeling good when an outgroup experiences a misfortune) when the groups disliked one another. Overall, expectations of empathic biases emerge early but may be weaker when there are positive intergroup relationships. © 2023 American Psychological Association","Article","Scopus"
"Martínez E.; Mollica F.; Gibson E.","Martínez, Eric (57313840500); Mollica, Francis (57208255845); Gibson, Edward (7103129379)","57313840500; 57208255845; 7103129379","So Much for Plain Language: An Analysis of the Accessibility of U.S. Federal Laws Over Time","2024","Journal of Experimental Psychology: General","153","5","","1153","1164","11","10.1037/xge0001572","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191368286&doi=10.1037%2fxge0001572&partnerID=40&md5=d63172a85b2dd39d41c51ea1b674e1ee","Over the last 50 years, there have been efforts on behalf of the U.S. government to simplify legal documents for society at large. However, there has been no systematic evaluation of how effective these efforts— collectively referred to as the “plain-language movement”—have been. Here we report the results of a large-scale longitudinal corpus analysis (n ≈ 225 million words), in which we compared every law passed by congress with a comparably sized sample of English texts from four different baseline genres published during approximately the same time period. We also compared the entirety of the U.S. Code (the official compilation of all federal legislation currently in force) with a large sample of recently published texts from six baseline genres of English. We found that laws remain laden with features associated with psycholinguistic complexity—including center-embedding, passive voice, low-frequency jargon, capitalization, and sentence length—relative to the baseline genres of English, and that the prevalence of most of these features has not meaningfully declined since the initial onset of the plain-language efforts. These findings suggest top-down efforts to simplify legal texts have thus far remained largely ineffectual, despite the apparent tractability of these changes, and call into question the coherence and legitimacy of legal doctrines whose validity rests on the notion of laws being easily interpretable by laypeople. © 2024 American Psychological Association","Article","Scopus"
"Cyr T.G.; Hirst W.","Cyr, Travis G. (56971048800); Hirst, William (7005120274)","56971048800; 7005120274","Malleable National Collective Memories Among Black and White Americans","2024","Journal of Experimental Psychology: General","153","8","","1973","1996","23","10.1037/xge0001613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200531363&doi=10.1037%2fxge0001613&partnerID=40&md5=602f8077aabebeb4c14b124a9a820317","How do groups remember their shared past? Are there individual differences within a group? How easy is it to change collective memories? The present article addresses these questions by focusing on differences within national subgroups, exploring how national collective memories might differ for Black and White Americans, how individual differences and external influences might moderate or alter any differences, and the temporal extent of any changes that might occur due to external influences. Across four studies, participants were asked to identify the five “most important” events in U.S. history and then asked about their political ideology and racial and national identification, though not in every study. Although individual differences emerged, Black and White participants differed in the types of events they identified as important in U.S. history, with Black participants identifying more race-relevant events than White participants and White participants identifying more traditional founding events than Black participants. As to changes in collective memory, in response to a minimal identity salience manipulation, the murder of George Floyd, and July 4th celebrations, national collective memories evidenced malleability only after the murder of George Floyd. In this instance, the mention of race-relevant events increased, even as the frequency of mention of traditional founding events remained stable. The observed increase in race-relevant events was temporary, however. Findings are discussed in relation to contemporary discussions on collective memory, especially with respect to group differences, individual differences within groups, and mnemonic inertia. © 2024 American Psychological Association","Article","Scopus"
"Hepper E.G.; Sedikides C.; Wildschut T.; Cheung W.Y.; Abakoumkin G.; Arikan G.; Aveyard M.; Baldursson E.B.; Bialobrzeska O.; Bouamama S.; Bouzaouech I.; Brambilla M.; Burger A.M.; Chen S.X.; Cisek S.; Demassosso D.; Estevan-Reina L.; Gutiérrez R.G.; Gu L.; Guerra R.; Hansen N.; Kamble S.; Kusumi T.; Mangelinckx C.; Nourkova V.V.; Pinna É.; Rantasila A.; Ritchie T.D.; Salikhova A.B.; Stephan E.; Sterian M.; Tong Y.-Y.; Van Even S.; Viana N.J.Q.; Vingerhoets A.; von Hippel C.; Zatsepin A.S.; Zengel B.","Hepper, Erica G. (36140261200); Sedikides, Constantine (7003355759); Wildschut, Tim (6603620367); Cheung, Wing Yee (57194037209); Abakoumkin, Georgios (57215376682); Arikan, Gizem (37071844600); Aveyard, Mark (7801529389); Baldursson, Einar B. (55559706900); Bialobrzeska, Olga (56458870800); Bouamama, Sana (57195065280); Bouzaouech, Imed (58900053400); Brambilla, Marco (36052214600); Burger, Axel M. (42561068300); Chen, Sylvia Xiaohua (24740779400); Cisek, Sylwia (23007333200); Demassosso, Didier (56300082600); Estevan-Reina, Lucía (57214594090); Gutiérrez, Roberto González (58952725400); Gu, Li (57194940645); Guerra, Rita (36606116700); Hansen, Nina (16401411700); Kamble, Shanmukh (29467495900); Kusumi, Takashi (7007017425); Mangelinckx, Camille (57194282774); Nourkova, Veronika V. (7801671712); Pinna, Élena (58900328200); Rantasila, Aino (58900146900); Ritchie, Timothy D. (13404923900); Salikhova, Albina B. (57204455625); Stephan, Elena (7102112500); Sterian, Mihaela (58900053500); Tong, Yuk-yue (7202614829); Van Even, Suzanne (58899389200); Viana, Normando José Queiroz (57388153300); Vingerhoets, Ad (7005779430); von Hippel, Courtney (8683928200); Zatsepin, Artem S. (58900147000); Zengel, Bettina (55208434800)","36140261200; 7003355759; 6603620367; 57194037209; 57215376682; 37071844600; 7801529389; 55559706900; 56458870800; 57195065280; 58900053400; 36052214600; 42561068300; 24740779400; 23007333200; 56300082600; 57214594090; 58952725400; 57194940645; 36606116700; 16401411700; 29467495900; 7007017425; 57194282774; 7801671712; 58900328200; 58900146900; 13404923900; 57204455625; 7102112500; 58900053500; 7202614829; 58899389200; 57388153300; 7005779430; 8683928200; 58900147000; 55208434800","Pancultural Nostalgia in Action: Prevalence, Triggers, and Psychological Functions of Nostalgia Across Cultures","2024","Journal of Experimental Psychology: General","153","3","","754","778","24","10.1037/xge0001521","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185713081&doi=10.1037%2fxge0001521&partnerID=40&md5=9634cebdf89508db178abadeb5263217","Nostalgia is a social, self-relevant, and bittersweet (although mostly positive) emotion that arises when reflecting on fond past memories and serves key psychological functions. The majority of evidence concerning the prevalence, triggers, and functions of nostalgia has been amassed in samples from a handful of largely Western cultures. If nostalgia is a fundamental psychological resource, it should perform similar functions across cultures, although its operational dynamics may be shaped by culture. This study (N = 2,606) examined dispositional nostalgia, self-reported triggers of nostalgia, and functions of experimentally induced nostalgia in young adults across 28 countries and a special administrative region of China (i.e., Hong Kong). Results indicated that nostalgia is frequently experienced across cultures, albeit better valued in more-developed countries (i.e., higher national wealth and life-expectancy). Nostalgia is triggered by psychological threats (especially in warmer countries), sensory stimuli (especially in more-developed countries), and social gatherings (especially in less-developed countries). The positive or negative affect prompted by experimentally induced nostalgia varied by country, but was mild overall. More importantly, recalling a nostalgic (vs. ordinary) memory increased social connectedness, self-continuity, and meaning in life across cultures. In less-developed countries, recalling an ordinary memory also conferred some of these functions, reducing the effect size of nostalgia. Finally, recalling a nostalgic (vs. ordinary) memory augmented state satisfaction with life in countries with lower quality of living (i.e., lower life-expectancy and life-satisfaction). Overall, findings confirm the relevance of nostalgia across a wide range of cultures and indicate cultural nuances in its functioning. © 2024 American Psychological Association","Article","Scopus"
"Witkower Z.; Hill A.K.; Pun A.; Baron A.S.; Koster J.; Tracy J.L.","Witkower, Zachary (57163849600); Hill, Alexander K. (55785243900); Pun, Anthea (57150743400); Baron, Andrew S. (12786999200); Koster, Jeremy (57479358300); Tracy, Jessica L. (7101966079)","57163849600; 55785243900; 57150743400; 12786999200; 57479358300; 7101966079","Nonverbal Displays of Dominance and Prestige: Evidence for Cross-Cultural and Early-Emerging Recognition","2023","Journal of Experimental Psychology: General","153","2","","282","292","10","10.1037/xge0001481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183614425&doi=10.1037%2fxge0001481&partnerID=40&md5=d2bf81f7f234bc1029985b080184171f","Two universal strategies for attaining influence—dominance, or the use of intimidation and force to obtain power, and prestige, or garnering respect by demonstrating knowledge and expertise—are communicated through distinct nonverbal displays in North America. Given evidence for the emergence and effectiveness of these strategies across cultures, including non-Western, Educated, Industrialized, Rich, and Democratic small-scale, traditional societies in Africa, Asia, and South America, the nonverbal displays that are used to reliably communicate these strategies also might be universal. Here, we demonstrate that the dominance display is recognized by the Mayangna, a small-scale society in rural Nicaragua, and by Canadian children as young as 2 and 3 years old. We also find that the prestige display is reliably differentiated from dominance by both groups, and judged as a high-rank signal by theMayangna. However, members of the Mayangna confused the prestige display with happiness, and children confused the prestige display with a neutral expression. Overall, findings are consistent with a ubiquitous and early-emerging ability to recognize dominance, and with the suggestion that the prestige display is more culturally variable and ontogenetically slower to emerge. © 2023 American Psychological Association","Article","Scopus"
"Devine S.; Roy M.; Beierholm U.; Otto A.R.","Devine, Sean (57222103963); Roy, Mathieu (57203427278); Beierholm, Ulrik (15730276500); Otto, A. Ross (35322991600)","57222103963; 57203427278; 15730276500; 35322991600","Proximity to Rewards Modulates Parameters of Effortful Control Exertion","2024","Journal of Experimental Psychology: General","153","5","","1257","1267","10","10.1037/xge0001561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189345726&doi=10.1037%2fxge0001561&partnerID=40&md5=ab7a2fa622d37eea9701821eec4edd77","The now-classic goal-gradient hypothesis posits that organisms increase effort expenditure as a function of their proximity to a goal. Despite nearly a century having passed since its original formulation, goalgradient-like behavior in human cognitive performance remains poorly understood: Are we more willing to engage in costly cognitive processing when we are near, versus far, from a goal state? Moreover, the computational mechanisms underpinning these potential goal-gradient effects—for example, whether goal proximity affects fidelity of stimulus encoding, response caution, or other identifiable mechanisms governing speed and accuracy—are unclear. Here, in two experiments, we examine the effect of goal proximity, operationalized as progress toward the completion of a rewarded task block, upon task performance in an attentionally demanding oddball task. Supporting the goal-gradient hypothesis, we found that participants responded more quickly, but not less accurately, when rewards were proximal than when they were distal. Critically, this effect was only observed when participants were given information about goal proximity. Using hierarchical drift diffusion modeling, we found that these apparent goal-gradient performance effects were best explained by a collapsing bound model, in which proximity to a goal reduced response caution and increased information processing. Taken together, these results suggest that goal gradients could help explain the oft-observed fluctuations in engagement of cognitively effortful processing, extending the scope of the goal-gradient hypothesis to the domain of cognitive tasks. © 2024 American Psychological Association","Article","Scopus"
"Atwood S.; Gibson D.J.; Ramírez S.B.; Olson K.R.","Atwood, S. (57214973368); Gibson, Dominic J. (56329283500); Ramírez, Sofía Briones (58965517500); Olson, Kristina R. (15058037500)","57214973368; 56329283500; 58965517500; 15058037500","Flexibility in Continuous Judgments of Gender/Sex and Race","2024","Journal of Experimental Psychology: General","153","12","","2931","2950","19","10.1037/xge0001512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189178278&doi=10.1037%2fxge0001512&partnerID=40&md5=595fffe676974cb9565c47f0bf01fb59","Across six preregistered studies (N = 1,292; recruited from university subject pools and Prolific Academic), we investigate how face perception along the dimensions of gender/sex and race can vary based on immediate contextual information as well as personal experience. In Studies 1a and 1b, we find that when placing stimuli along a continuum from male to female, cisgender participants sort prototypical gender/sex faces in a bimodal fashion and show less consensus and greater error when placing faces of intermediate gender/sex. We replicate and extend these findings to race in Study 2. In Study 3, we test whether sorting patterns can be influenced by preexisting experiences, and find evidence that transgender/nonbinary participants show less error than cisgender heterosexual participants when sorting intermediary faces. Finally, in Studies 4 and 5, we test whether cisgender participants’ judgments of intermediary faces along the continuum are influenced by the specific circumstances under which they are asked to sort. Here, we find that changing the sorting framework to include a third category resulted in less error when placing intermediary faces along the continuum than when participants were provided with only two category labels or two categories and a line at the midpoint, suggesting that new perceptual categories introduced with minimal training can be adopted quickly and successfully in a perceptual task. These data suggest that both long-term life experiences and quick experimental interventions can shape how we think about gender/sex and race. © 2024 American Psychological Association","Article","Scopus"
"Ashby F.G.; Zetzer H.A.; Conoley C.W.; Pickering A.D.","Ashby, F. Gregory (55663126700); Zetzer, Heidi A. (6507957300); Conoley, Collie W. (6603300137); Pickering, Alan D. (7102737202)","55663126700; 6507957300; 6603300137; 7102737202","Just Do It: A Neuropsychological Theory of Agency, Cognition, Mood, and Dopamine","2024","Journal of Experimental Psychology: General","153","6","","1582","1604","22","10.1037/xge0001587","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196463847&doi=10.1037%2fxge0001587&partnerID=40&md5=f4b9848917096bf95aa21d5156b8e8d5","Agency is the sense that one has control over one’s own actions and the consequences of those actions. Despite the critical role that agency plays in the human condition, little is known about its neural basis. A novel theory proposes that increases in agency disinhibit the dopamine system and thereby increase the number of tonically active dopamine neurons in the ventral tegmental area. The theory, called ADDS (Agency Disinhibits the Dopamine System), proposes a specific neural network that mediates these effects. ADDS accurately predicts a variety of relevant neuroscience results, and makes many novel predictions, including that increases in an agency will (a) increase motivation, (b) improve executive function, (c) facilitate procedural learning, but only in the presence of immediate trial-by-trial feedback, (d) have little or no effect on learning-related effects of stimulus repetition or on standard eyeblink conditioning, (e) facilitate the development of automatic behaviors, but have little or no effect on the production of behaviors that are already automatized, (f ) amplify the cognitive benefits of positive mood, and (g) reduce pain. The implications of this new theory are considered for several purely psychological theories that assign prominent roles to agency, including self-efficacy theory, hope theory, and goal-focused positive psychotherapy. © 2024 American Psychological Association","Article","Scopus"
"Suri G.; Slater L.R.; Ziaee A.; Nguyen M.","Suri, Gaurav (54380998200); Slater, Lily R. (58306028600); Ziaee, Ali (58305825200); Nguyen, Morgan (58306232400)","54380998200; 58306028600; 58305825200; 58306232400","Do Large Language Models Show Decision Heuristics Similar to Humans? A Case Study Using GPT-3.5","2024","Journal of Experimental Psychology: General","153","4","","1066","1075","9","10.1037/xge0001547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189158385&doi=10.1037%2fxge0001547&partnerID=40&md5=6ef79b4c078fe02d48ca8067abb45923","A Large Language Model (LLM) is an artificial intelligence system trained on vast amounts of natural language data, enabling it to generate human-like responses to written or spoken language input. Generative Pre-Trained Transformer (GPT)-3.5 is an example of an LLM that supports a conversational agent called ChatGPT. In this work, we used a series of novel prompts to determine whether ChatGPT shows heuristics and other contextsensitive responses. We also tested the same prompts on human participants. Across four studies, we found that ChatGPT was influenced by random anchors in making estimates (anchoring, Study 1); it judged the likelihood of two events occurring together to be higher than the likelihood of either event occurring alone, and it was influenced by anecdotal information (representativeness and availability heuristic, Study 2); it found an item to be more efficacious when its features were presented positively rather than negatively—even though both presentations contained statistically equivalent information (framing effect, Study 3); and it valued an owned item more than a newly found item even though the two items were objectively identical (endowment effect, Study 4). In each study, human participants showed similar effects. Heuristics and context-sensitive responses in humans are thought to be driven by cognitive and affective processes such as loss aversion and effort reduction. The fact that an LLM—which lacks these processes—also shows such responses invites consideration of the possibility that language is sufficiently rich to carry these effects and may play a role in generating these effects in humans. © 2024 American Psychological Association","Article","Scopus"
"Dittmann A.G.; Stephens N.M.; Townsend S.S.M.","Dittmann, Andrea G. (57195300654); Stephens, Nicole M. (22981589700); Townsend, Sarah S. M. (12787886200)","57195300654; 22981589700; 12787886200","Interdependent Behavior Only Benefits Employees From Working-Class Backgrounds When It Is Both Enacted and Valued","2024","Journal of Experimental Psychology: General","153","3","","720","741","21","10.1037/xge0001516","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185718654&doi=10.1037%2fxge0001516&partnerID=40&md5=ebbbe068bf2f9f1ae7c7e798da09e595","Social class disparities are pervasive in American society. In higher education, one critical driver of these disparities is the cultural mismatch between the interdependent norms of people from working-class backgrounds and the independent norms that pervade higher education. However, after graduating from college and entering white-collar workplaces, people from working-class backgrounds have frequent opportunities to collaborate in teams—that is, to enact interdependent behavior. Do these opportunities reduce cultural mismatch for people from working-class backgrounds? Across two survey studies and two experiments with college-educated U.S. employees (total N= 2,566),we find that they do not.We theorize and document that this is because there is often a decoupling between enacting interdependent behavior and whether such behavior is valued as part of being a “good” employee. We find that employees from working-class backgrounds only experience a cultural match and its benefits (e.g., sense of fit, high retention intentions) when interdependent behaviors are both enacted and valued. In contrast, when interdependent behaviors are enacted but not valued, employees from working-class backgrounds experience a cultural mismatch. Furthermore, we find that this pattern is unique to employees from working-class backgrounds: Employees from middle-class backgrounds report similar fit and retention regardless of whether there is a coupling of enacted and valued interdependent behavior. Taken together, our results suggest that it is critical to examine multiple elements of culture simultaneously (e.g., both enacted and valued behavior) to fully understand and predict the consequences of cultural (mis)match. © 2024 American Psychological Association","Article","Scopus"
"Gonthier C.; Harma K.; Gavornikova-Baligand Z.","Gonthier, Corentin (56041496800); Harma, Kahina (55971301600); Gavornikova-Baligand, Zdenka (25957540600)","56041496800; 55971301600; 25957540600","Development of Reasoning Performance in Raven’s Matrices Is Grounded in the Development of Effective Strategy Use","2023","Journal of Experimental Psychology: General","153","3","","689","705","16","10.1037/xge0001518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183111666&doi=10.1037%2fxge0001518&partnerID=40&md5=5faec3437223be376faf2751e4d82407","Performance in reasoning tasks such as Raven’s matrices experiences a dramatic increase over cognitive development, but the mechanisms responsible for this increase are unknown. Many cognitive processes are involved in a matrix task and could potentially change with age; strategy use appears to be a good candidate, as it typically improves over development and has a large impact on reasoning performance in adults. The present study tested the role of effective strategy use in Raven’s standard progressive matrices in groups of 6-, 8-, 10-, 12-, 14-, 16-, and 18-year-olds (total N = 474). Strategy use was assessed with behavioral measures of gaze patterns in Raven’s matrices. We also measured working memory capacity (WMC), a good predictor of strategy use in adults, using a battery of complex spans. The results showed that the effective strategy of constructive matching substantially increased with age, along with performance. Strategy use mediated over half the effect of age on reasoning performance. Older participants were also better at adapting strategy use to difficulty of the problems. Effective strategy use was beneficial to the same extent for participants of all ages. Age-related improvements in strategy use occurred in tandem with improvements in WMC, but did not appear to be primarily driven by them. Overall, our results indicate that strategy use is a critical underpinning of reasoning performance in children as well as in adults, and that theories of cognitive development of reasoning have to consider the central role of strategy use. © 2023 American Psychological Association","Article","Scopus"
